Name,Review,OverAll,Food,Service,Ambience,Date
BrandeeN,We were very underwhelmed!! I came here with friends for my birthday and I wish we would have went somewhere else! Our waiter and staff was extremely rude!,3,3,2,3,"Dined on November 20, 2022"
djh85,What a fun place for Brunch! The service and food were excellent.  A great place to celebrate the winter season.,5,5,5,5,"Dined on November 20, 2022"
VictoriaC,Great brunch spot. Sunday funday with a bunch of photo opportunities,5,5,5,5,"Dined on November 20, 2022"
CarmenR,"Always a vibe! Good food, good service! Great decor.",5,5,5,5,"Dined on November 20, 2022"
RachelM,"Very tacky decor, full of people taking selfies for Instagram. Expensive prices for not great food, not good service.. had to keep asking again and again for things.",1,2,1,1,"Dined on November 20, 2022"
Toni,It was nice but I expected a table. Overpriced but we had fun and drinks were good. Service was good.,4,4,4,3,"Dined on November 20, 2022"
Foodiegoddess,"As soon as we walked in through the door, we felt uneasy. The bouncer is very stern but polite which is good but the woman checking us in was rude and not being patient. Not with us but the two groups before us. Once we was on the roof - it’s super cute. Definitely meant for pictures for the ladies, great place to do it at. We got our food and I was disappointed with my steak Cesar salad. The steak was hard to chew on (I ordered my steak medium) and the salad was just soggy. NOW THE DRINK! I got the momager and 10/10 I recommend this drink. I wish I could have took the stiletto shoe glass with me! The waitress seemed like she was in a rush and wanted us to get out of there. We had just finished my salad and she came and shoved the check at our table…at that point I was over it and we paid and left. I wouldn’t recommend anyone to come here unless you want to take pictures- then it’s worth it but otherwise…go enjoy a roof top gathering some where else.",3,3,3,5,"Dined on November 20, 2022"
JosephS,Overpriced. Bad service drinks bad security rude… also had to wait past reservation time,1,1,1,5,"Dined on November 20, 2022"
LexiV,Went with my girl thought it was gonna be awful but it was type lit!!,5,5,5,5,"Dined on November 20, 2022"
OpenTable Diner,Great destination for a photo on a special occasion. Very gimmicky food options that make for very instagramable pictures.,5,4,4,5,"Dined on November 20, 2022"
OpenTable Diner,It was great overall,5,5,5,5,"Dined on November 20, 2022"
larryH,"Food basic to bad. Contacting the restaurant is impossible. Wanted to add one more to the group. Cannot call, can only eMail. Never responded. Wait staff was kind and attentive unfortunately that’s often the case. A restaurant you go to offers more. They didn’t.",3,1,5,3,"Dined on November 19, 2022"
IanS,"Sent notification beforehand and almost like nobody had even taken any notice of any requests.

Waiting staff were great.

Shame as it’s a nice place.",3,4,3,4,"Dined on November 18, 2022"
OpenTable Diner,La Mejor!!!,5,5,5,5,"Dined on November 18, 2022"
OpenTable Diner,"I normally don’t make comments, but this was pretty awful service. I was there for a work function and my supplier had picked up the tab and had to leave. As we were finishing up, the staff told us they made a mistake and had brought the wrong bill.. and I was then forced to pick up the tab which was a delta of $50 from what was paid. This was a first for me, pretty disgraceful for a Tao restaurant.",1,2,1,3,"Dined on November 16, 2022"
YousraY,"I was really surprised by the place, not like their instagram profile totally different,
At least when u r moving those decorations which made the place fine to visit, 
Make something different, indoor 
That was totally shock for me and my friends 😒",1,1,1,2,"Dined on November 15, 2022"
TheTruth,"Everything was very Nice, I totally enjoyed it all besides the service. I literally had to get up and find my waitress every time I wanted another drink; only Bummer",4,4,1,5,"Dined on November 15, 2022"
OpenTable Diner,"I had booked a table for 6 for a birthday celebration and the table provided by lousy by the carousel and very small.

Me and my friends requested a better table elsewhere since we wanted to order food and no one helped us eventhough there were empty tables in both the lounge areas.
They were very rude and didnt help with multiple requests and since we couldn’t sit we were taking pictures and in the meantime they moved all our coats and bags to some where else without our permission and later came and said they have reserved that table for someone else now .
Worst service i have experienced even if we requested it was for a celebration!
Never 👎 going to go there again because if the rude service .
The ambiance is beautiful but the people ruined our experience.",2,2,1,4,"Dined on November 14, 2022"
LeidyAgu13,"Great place, food and ambience 😍 I would go back",5,5,5,5,"Dined on November 14, 2022"
OpenTable Diner,"Came to celebrate my birthday here .
service was not very attentive
waiter brought us our champagne & appetizer shortly after being seated and returned to us about 40 minutes later . By then our drinks were past due to have a beverage with my sandwich .
brought it to her attention when she finally approached our table that i was already highly unsatisfied with my service and the performance of a server should be much better than that, she giggles & apologizes to then walk away and still not ask for my order . Shortly after I’m given a different server which wasn’t much better than the first . Lack of training is what seems like . The decor & view of the Empire State Building was the highlight to my night
Other than that the place is highly overrated
And needs better service management.
I really wished my experience here was better",2,2,1,2,"Dined on November 14, 2022"
Purple4Na,This is not my first time visiting this venue however my most recent experience has made it my last one!   The food was horrible - over cooked & dehydrated !!  …and all the decorations were off the rotating carousel & adjacent walls… this place is more about the ambience than the food and if you take the ambience away and still give horrible food it’s a no-win both ways!  The managers could care less about accommodating any of our request for seating.  Tried to put 13 of us at a table for eight - Despite our reservation booked well  in advance AND a phone call AND email sent to the venue to confirm.   I’m reaching out to the corporate management group so this doesn’t happen to others!!!  Shame on you!!!,1,1,1,1,"Dined on November 14, 2022"
OpenTable Diner,Walk to roof top was great but …..service was not very attentive waiter never checked on table an when we asked for more bread it took so long we already ate everything at the table. Food was bland I was disappointed just wanted the check so we could pay an leave,2,1,1,3,"Dined on November 13, 2022"
OpenTable Diner,Great atmosphere and pretty views. The only thing I would say is the music couldn’t have been better,4,2,5,3,"Dined on November 13, 2022"
Cookie,"I visited this restaurant because of social media hype; however, I was extremely disappointed with the service, food, atmosphere.  It's basically a bar, nothing special.",2,2,1,1,"Dined on November 13, 2022"
AlexandraB,Food and drinks were very mediocre. The decor and partial view of the Empire State Building was the best part. It’s nice but definitely over rated.,3,3,3,5,"Dined on November 13, 2022"
TopPick,Wish I got to enjoy my food on birthday. Got over charged.,3,1,2,5,"Dined on November 13, 2022"
Joselyn,Beautiful view of the city from the rooftop and great drinks,5,5,5,5,"Dined on November 13, 2022"
MissWFR,Birthday ocassion,4,2,2,5,"Dined on November 12, 2022"
Nicole,"Very overpriced and limited menu, the table and seating areas were very small, the quality of the food wasn’t as a I expected and non flavorful.",1,1,3,1,"Dined on November 12, 2022"
Isacarolgenlibby,I would appreciate if the website say when they’re in between transition themes. I went on a Saturday and it was bare. It felt off because of the transition process. Magic hour could do better with advising customers.,3,4,4,2,"Dined on November 12, 2022"
edlarybeth,"Loads of fun, creative drinks! Fun crowd!! Will visit again.",5,4,5,5,"Dined on November 12, 2022"
OpenTable Diner,"False advertising with the pictures posted on their site. Servers were rude, wouldn’t recommend",1,1,1,1,"Dined on November 12, 2022"
